,date,rating_review,reviews
1361,25-05-2017 ,5.0,When in Barcelona tapas and Paella are a must and the Cerveceria Catalana is located not far from the Casa Battlo so we have it a try. First off the lineup appeared really long and we almost turned away but the restaurant itself is huge and we did t wait long. The food is good and you should order a few dishes and then order some more if you are still hungry. Enjoy!
1362,25-05-2017 ,5.0,"Recommended by two friends who visited at different times.We were sightseeing in the area and stopped here for a late lunch. The place was extremely busy and we were told the wait would be 20mins. After 8mins we were seated. The waitress was lovely & made some great recommendations in particular the hake & baby asparagus, the paella and the vegetable dishes. The food was the best tapas we have had, the cava was so good we had 2 small bottles. Definitely worth a visit "
1363,25-05-2017 ,4.0,"We sort out this restaurant based upon the 3 Days in Barcelona Guide on TripAdvisor. Initially all seemed well, a great buzz at the front with people queuing for a table etc. (Tip - don't just join a queue you need to go in and add your name to a list and wait to be called). When you are finally led to your table you realise you are in a very nice but some what soulless space - a tapas producing machine built for a fast turnaround of tables. Having said all that, the food was lovely, but no better than some other more authentic bars we had already tried. This place is a victim of it's own success!"
1364,25-05-2017 ,5.0,Perfect place to eat famous Tapas. All kind of tapas are available. Bar and restaurant parts are always crowded. If no reservation for restaurant then you can wait about half an hour. Bar is open to sit when someone leaves place. Try to eat slowly and order more as you finish your plates. No regrets. Is a must if you are in Barcelona. Prices are very reasonable.
1365,25-05-2017 ,5.0,"It does take a bit to understand the way to navigate the tapas restaurant, but once you have mastered the process it is totally enjoyable. Just try one of everything! They will all amaze! Fish and seafood and ham and chorizo with all types of accompaniments! The vegetables in season (artichokes, asparagus) are incredible. And the Spanish wines and cavas are a must to wash it all down!"
1366,24-05-2017 ,4.0,"We heard that this place was very popular with locals which seemed to be true. We went early for dining in Spain so we didn't have to wait. We enjoyed trying several tapas and everything we tried was very good. It was really fun to eat such a variety of tasty items. The olives were so delicious. I've been looking for olives that tasty back home, but I have yet to find any as good."
1367,24-05-2017 ,5.0,Loooove their Menu! Place is always busy and lively. Food is Muy Bueno!Seriously everything on their menu tastes amazing. Shrimp skewers are a fav!
1368,24-05-2017 ,5.0,"Our last trip to Barcelona brought us here and this trip we went twice. Yes it's very busy ! However also full of locals which tells you it's good ! Don't make the mistake of getting a table , wait behind people sitting at the bar and take their seat as soon as they pay. Seeing the good in front of you and interacting with the bar staff is part of the experience. The food is to die for as are the desserts which we only discovered this time round. Be adventurous, order some wine , people watch and listen to all the languages around you and enjoy wonderful food! Can't wait to return !"
1369,24-05-2017 ,5.0,"This restaurant is perfect it,s always bussy ,in you want a tablet you have to wait , but somebody gave us a tip .! Just pas the waiting in en go to the bar first you can't sit but you can't order drinks and tapas (a lot of choice) and after `10' min you can't sit at the barevery body I told about this place loved it"
1370,23-05-2017 ,2.0,"We had to wait almost an hour in a very crowded small foyer. However, this wait allowed me to see how some of their tapas were prepared. Awful !!!For example, instead of cooking the calamari with garlic and parsley, they were done by themselves, served onto a plate and then, sprinkled with a mixture of garlic, parsley and oil.The place is very crowded, the service slow and very little friendly, the selection poor and, the prices, outrageous. There are many better places were to enjoy tapas in Barcelona."
1371,23-05-2017 ,5.0,"Really good quality food, amazingly fast service. The only minor disadvantage was the tapas (carne con pimientos de padron or sth like that) with the steak which was not that tender."
1372,22-05-2017 ,4.0,"Advised to arrive early or there'll be a queue. Got there at 18:45 to be told there was a twenty minute wait for a table. Although it only turned out to be a ten minute wait. Food was good & good value too, tapas for two, bottle of wine & two drinks are the bar all for under £40, that's probably why it's busy! When we left they were queuing on the street."
1373,22-05-2017 ,5.0,"We called in for lunch - as we had not booked we had to wait at the bar for 20 minutes but the wait was well worth it. We put ourselves in the waiters hands and he brought us a fabulous tapas lunch - starting with Catelonian ""egg and chips"" and then going on to plates of gambas, beef, calamari etc followed by three deliciuos sweets. Portion sizes just right and the bill for food drinks and coffee was a very reasonable Euro 140 for four."
1374,22-05-2017 ,3.0,"The restaurant was a block from our hotel and we saw the line of people waiting to get in. Also our guide told us it was fabulous. We had an early dinner thre so we didn't have to wait in line and I'm glad we didn't. The food was fine, but nothing outstanding. The service was so-so - she treated us like it we should be honored to be able to eat in their restaurant."
1375,21-05-2017 ,3.0,"Often I hear lots of tourist it is a fantastic restaurant and in fact it used to be a great one. I used to work near it and I often ate at Cervecería catalana but for the last years it has become just a touristic place, with no customer service, where they treat customers as numbers and food as pieces of a puzzle that needs to work perfect. Avoid it if you think you will be tasting catalán food. It is just a touristic average price place to eat fast and in an uncomfortable way."
1376,21-05-2017 ,5.0,"Tapas were very delicious, try especially four cheese and grilled green peppers. White sangria is too sweet if you don't want to have a too sweet drink. Ambience and food is nice though"
1377,21-05-2017 ,5.0,"We stopped here for a late lunch and had a fantastic meal. The croquetas, spanish omelette, and fried anchovies ""andaluz style"" were especially delicious... An extensive menu (printed in 4-5 languages) and attentive service definitely make this a winner. "
1378,20-05-2017 ,5.0,Wait and do the line.Few times you find a traditional place so good and so good price. Quality quantity are excellent.The house wine its delicious. Been ther more than ten times. Wait no matter the time.Its the best tapas ever in my opinion. By the way Beer too.
1379,20-05-2017 ,5.0,"As much as possible, try to book a table ahead as it is packed almost round the clock. Everything was delicious and don't forget to fit in dessert at the end and would highly recommend the Torrija Cremada de Sta. Teresa (creme brulee in cinnamon pastry). "
1380,18-05-2017 ,5.0,"Good Sangria, loved the small sandwiches! Assorted Tapas and Assorted salads were tasty. Visited this Tapas with 14 other friends for lunch. They divided us into to adjacent tables. They had English menus. Great atmosphere!!! Totally recommend it!"
1381,17-05-2017 ,5.0,Wow...what a great food they have! Next time I will definitely go again :)You will probably have to wait a couple of hours to get a table in here...but it's also fine to eat at the bar! It's full of people all the time. But it worth to go and taste all the specialties. 
1382,17-05-2017 ,4.0,"Go during the afternoon, when the crowds manageable. 1 to 1.5 hour waits at 10 and 11 pm at night! Tried on a sunday and monday night and gave up. Its good, but just not worth it. Great tapas. Jamon is great, as are gambas (shrimp). Croquetas good. All comes out out the kitchen hot and freshly made. Staff and waiters super friendly."
1383,16-05-2017 ,5.0,"Lucky me, no reservation needed. Had a mixture of different Tapas, very fresh & delicious ... loving padrón peppers. Very creative way to present the desserts, Attentive service... Go there and make your choice, it's worth visiting."
1384,16-05-2017 ,5.0,"During our entire visit to Spain, I never really saw people waiting for tables. On a Saturday night, the wait was 90 minutes and probably 30+ people waiting outside. Quite chaotic. Coming back on a Sunday, it was much easier to get a table. I also noticed a fair number of locals and regulars dining here. The service staff was not friendly and just seemed to want to turn over tables. They also weren't helpful. There was no drink menu and when asked, they just said they had ""wine and beer"" as if there were just one option in each category. A bit annoying. The food was really worth it. Creative tapas and montaditos of the day. Desserts were also artistic and tasty. "
1385,16-05-2017 ,4.0,Great place. Be there in time as you can't make any reservations. Typical Spanish bar/bodega. The food is really delicious. Only tapas but all great. Try the shave Artichoke fried. Crispy and nice. Also the Solomio is fantastic. When you are with a group better be complete because the won't give you the table if you aren't. Buzzling place.
1386,15-05-2017 ,5.0,"Best tapas in town! This is the restaurant that put Barcelona on the culinary map! Being popular, I came here at 7 PM on a weeknight only to find that there was a 30 minute wait. Luckily, there was bar seating so I didn't have to wait after all, but expect to wait at least an hour if you come after 8 PM when the locals start their dinner. Prior to that time, you'll see mostly tourists who eat their meals during ""normal"" times. I had the mini burgers, Spanish omelette, shrimp and crap mix with their bread with tomato paste, patatas bravas, some egg hash dish, beef tenderloin, and calamari. The only thing I thought was over-rated was their patatas bravas, which just tasted like potatoes. It wasn't crispy to my liking. But the other things....oh my gosh, you can't get any better than that! I was full but couldn't stop eating. The tenderloin was tender and oh so flavorful, the egg hash dish was like eating a good morning breakfast, but the best part was the shrimp and crab mix with their bread with olive oil and tomato paste. It was the first time I had that kind of jam, and it was absolutely delicious.This place may run you about 20 euro per person, give or take a few depending on how much you eat and drink, but they do accept credit cards. Each tapas plate was about 3-6 euro each.I think eating here ruined me because no other tapas place in Spain paled to Cerveceria Catalana, except for the sister restaurant, Ciudad Condal. This is a MUST-TRY if you're ever in Barcelona, and if I ever come back, this will be my first stop."
1387,15-05-2017 ,4.0,Came here for dinner on a Monday evening and were very lucky to be seated within 10 minutes. This is a very popular establishment and you can see why. Food was delicious; try the assorted Tapas if your struggling to make up your mind from the wealth of choice on the menu. The Cava is good too. Overall excellent value for money. 
1388,13-05-2017 ,5.0,"This place was absolutely rammed with well over an hour wait and we were lucky to squeeze ourselves into a tiny corner of the bar to try some of the best tapas we found in Barcelona. Some of the highlights were Octopus with pork belly and prawn, artichokes, razor clams, stuffed scallops, and anchovies. Everything we tried here was good. The freshness of the food was evident, and the food was prepared in a manner which highlighted the quality of the ingredients. We came here on the recommendation of our host, a local of Barcelona, and I will pass on his recommendation to others with confidence after enjoying a great meal here myself."
1389,11-05-2017 ,3.0,"Always busy for lunch, 15 minute wait for a table, which is not to bad. Selection of tapas was superb, and presented well. The only down side is the dishes have far too much salt, the cuttlefish was almost inedible.Waiting staff very attentive. "
1390,11-05-2017 ,5.0,The tapas were very tasty and the Sagria was lovely. It's very busy so make sure that you book a table if you are more than 2 people.
1391,11-05-2017 ,5.0,"Since it is a very popular restaurant, the waiting times are long (about 30-45 minutes most of the time) but the wait is totally worth it. The food is delicious and they have a great variety of plates. We had sangria which was delicious, not too strong but sweet in flavor. We ate some tapas (whole plate) and montaditos (sold by unit). For dessert, we ate the crema catana which is something you need to try when you visit Barcelona. I will definitely come back to eat here if I ever came back to Barcelona and recommend to anyone travelling there."
1392,11-05-2017 ,4.0,"We went there on an evening after getting back from Montserrat. We already expect the wait will be very long even at 10PM. In the end - instead of putting our name on the list, we waited for the bar instead which is also equally long and torturous. *But at least we can see the food during the wait. After an hour of waiting, we finally got our seat and we started to think that the food is not worth one hour wait while standing. However, it all changed after tasting the huevos cabreados and their mini small little cute grilled squid (*that I forgot the name). Secretly thanking my friends who recommended me to this place. Eating on the bar is also nice because we can coverse with the people working behind the bars which are very friendly.All in all, we left at 1 AM with a stomach full of good food and smile on our face and our wallet because it was not as expensive as our expectation."
1393,9-05-2017 ,5.0,Despite the wait (about half an hour at lunch time- helped by half a litre of Sangria) Cerveceria Catalana is amazing. The staff were great and the Tapas was delicious! And great value as well. We were stuffed by the end of our meal and only spent €25!
1394,8-05-2017 ,5.0,We stopped by for drinks & tapas after a great walk in the market. They were delicious and the drinks were very good as well. Only downside is I left my sunglasses there. Not their fault. Lol. But it was a fun exciting place!
1395,8-05-2017 ,4.0,"Despite long waits, the staff is friendly and try to accommodate all locals and the tourist with their special wishes. Lots of options in regard to the variety of tapas, accompanied with good local wines. Our waiter spoke several languages and gave us very good recommendations in regard the daily specials."
1396,8-05-2017 ,5.0,"It was our second time in this place and I wish I had time to go again & again. Great food. One of the best places to eat in Barcelona. No reservations and yes there is a long wait, but truly worth it. Will eat there each time I visit Barcelona :)"
1397,7-05-2017 ,5.0,"This is one of the best tapas restaurant in Barcelona, when we entered we saw a big waiting line with min waiting time as 60 mts. We were very lucky to find a place at the bar!! The food is really worth the wait. There were lots of vegetarian options we well. Highly recommended. Even the desserts are amazing. This tapas bar is definitely a MUST VISIT place in Barcelona!!"
1398,7-05-2017 ,5.0,"We arrived at about 9.45pm and were told there would be an hour and half wait, it has a very small bar area just inside the door and there were people sat at the bar drinking so there was no room to wait inside, so we had to wait on the pavement with the other people waiting for a table. We would have gone elsewhere but the waitress told us that a table hadn't turned up so we were lucky to only wait 30 minutes. It was worth the wait. I would suggest getting there earlier so if you do have to wait you are not waiting too late.There was 9 of us in total and we ordered a couple of starters to share then we each ordered two tapas and it was more than enough. We also ordered two jugs of sangria to wash it down, All the dishes were well presented and all very tasty. The atmosphere was fantastic and the service was very good.I would definitely go back but just make sure I arrived a bit earlier."
1399,7-05-2017 ,4.0,"It's chaos. If you want to sit outside you have to find the person who looks after the outside list. If you want to sit inside it's a different person. We sat inside. We waited about 15 minutes for seats (which a couple who walked in and sat straight down in as we were walking over, and we had to tell them to move). The service was not with a smile or in anyway helpful. My Spanish isn't great but I've not had a problem until here. Abrupt and dismissive and generally rude. However, it's totally worth that because the tapa is delicious and not expensive. We had the assorted tapas, calamari, potatas bravas, a glass of wine and a beer and it was €34 and we were full. All cooked perfectly and really yummy. I would return despite the chaos. "
1400,7-05-2017 ,5.0,"We came here on a recommendation from a local. We did have a bit of a wait, but the food and sangria more than made up for it. If we had been staying in Barcelona a few days longer, we probably would have come back for dinner here again.From the croquettes to the clams to the prawns and the sangria, everything we tasted was excellent."
1401,7-05-2017 ,5.0,The queues are long but worth it. The food is fantastic. Definitely go back soon. Highly recommended.
1402,7-05-2017 ,5.0,"No pre-booking, turn up and put your name down for a table. Often the wait is short then that quoted as people don't want to wait. Go grab a beer from a nearby bar and go back and check your progress of name on the list.Main tapas menu available in English, specials menu in Spanish (download a free google translate app that you can use off line). Food excellent, wines reasonably priced and service excellent.Save room for a desert these are excellent and you could order a few to share to make the most of the menu."
1403,6-05-2017 ,3.0,"Called in on Thursday evening and joined the queue of tourists to get a table. By the time we sat down they were quoting 90 mins waiting time. Place is much bigger than it looks from outside and modern style, and the food was very good at an ok price but it felt a bit like you were on a conveyor belt as they tried to cope with all the people wanting to eat. Although they were all good we had 4 different waiters serve us and I missed the friendly interaction at smaller places. We were surrounded by American and Japanese tourists (yes I know I'm also a tourist) and I think unfortunately it has become a victim of its own success. Go for good food but don't expect an authentic experience."
1404,5-05-2017 ,4.0,"This restaurant was highly recommended for sampling Spanish cuisine and close to our accommodation. We were warned that there would be a wait and we were prepared to do so.It was well worth it! The choices given for Tapas were great and we ordered a wide selection and some recommended dishes. All tasty . Service fast and friendly. Reasonably priced food and drinks. We all thought it was cheap when comparing to prices in Australia. Approximately 8 Tapas plates two shared Desserts , beer and bottle of wine, for two couples = € 70. Good value for us. "
1405,5-05-2017 ,4.0,If you like fish this is a must great food great prices open till lare.rasy accessible would go again
1406,5-05-2017 ,5.0,"Wow, this was a little gem. We had travelled to Barcelona for meetings with our Spanish office and this place was a block or so away from their office. We let our Spanish hosts order the food and it was amazing. The Iberico ham was truely wonderful but what stole the show for me was the beef with foie gras on top - OMG! Would recommend this place but if you're eating outside make sure you have your valuables hidden as apparently it has been known for people to dash and grab your phone/wallet off the table and run off, but don't let this put you off!"
1407,5-05-2017 ,5.0,"My wife, daughter and friend visited this restaurant on Wednesday evening at about 7.30pm to find a queue of around twenty people waiting outside an already full place.My daughter had the presence of mind to approach a 'Mature' waiter who instructed her to place her name on the waiting list and a table would be free soon. I recommend that anyone visiting this place does not just wait passively at the back of a queue but places their names on that list which in turn is scrutinised by the waiting staff. We were approached by the same waiter and seated within ten minutes. I should imagine in 'High Season' this place might resemble the Pamplona Bull Run when trying to get in?The service was friendly and informative and we were warmly greeted despite the demands of the heaving masses being dealt with by the staff. Over the length of the meal we ordered a beer, three glasses of very good wine and a bottle of Cava Brut which was very good (apparently). We ordered around a dozen different Tapas dishes between us and three sweets at the end of the meal. All of the food was delicious, well presented, innovative, and extremely well seasoned. The puddings?, sweets? not sure really because one of them was a Catalan creme brulet, another was a bread pudding and another a deconstructed apple pie, all puddings in my book!, were all to die for too.We had a fantastic meal for four with drinks in a beautiful city for the princely sum of 82 Euros total, the bill was almost as sweet as the Apple pie!"
1408,4-05-2017 ,1.0,"First off, we chose this place because of the 4.5 star rating of their Paella and Tapas. We tried to make reservations, but apparently they don't take them, so when we arrived it was absolute chaos and ended up waiting for 45 minutes to be seated. Upon being seated, we ordered their Sangria - it tasted just like fruit punch, (specifically Hawaiian Punch for those familiar with the brand) so super sweet and unlike any of the other good to average Sangria's we tasted during our time in Spain. Next, we tried to order 2 of the special's of the day including their Paella, and they were sold out of both. As for the 5 tapas dishes we did order, they all lacked basic flavoring , came without sauce, were undercooked and highly overpriced. In our two weeks traveling around Spain, this restaurant, most glaringly the food and drink was by far and away the worst. "
1409,4-05-2017 ,4.0,"I ve been living in Barcelona for 2 years and I still go there, even though i know tons of other tapas places, it just never disapoint ! "
1410,3-05-2017 ,5.0,"Best Tapas in town, with affordable price, very good food, good ambience, The tapas is so nice, foie grass best"
1411,2-05-2017 ,5.0,"Simply delicious tapas restaurant, apparently THE tapas place to come!Given the reputation it is obviously super full, though I'd recommend you to go, leave your name on the book and ask how much would it normally take to get a table and go for a drink around or even a small walk! Works all the time :)"
1412,2-05-2017 ,5.0,The food was delicious!! I ordered all the seafood dishes and it was all so tasty. The price was affordable! The wine and beer was good and cheap. The service was friendly and fast. I came here 2x during my 3 days vacation. I would recommend this place when you're in Barcelona.
1413,2-05-2017 ,5.0,"Still as busy as ever and the food quality, service and drinks are still very good. You will more than likely have to wait for a table, however, it has a good crowd so you won't be bored and can have a drink whilst you are waiting. I tried the Bread Pudding for dessert and it was extremely good."
1414,2-05-2017 ,5.0,"I go to Barcelona many times when I want nice tapas I go to this restaurant is the best in tapas, the quality is very good and you can feel the fersheness of the product the service is very quick, the price good, I totaly recomend this place. the only bad thing they have sometimes you need to wait for table more than one our."
1415,2-05-2017 ,4.0,"Good food, good tapas but too crowded even at noon in the middle of the week. We ate at better tapas bars in bacelona but less crowded "
1416,2-05-2017 ,5.0,"Family dining, affordable, attentive staff, quick food delivery, other families present, both tourists as well as nontourists. If there is a long line, it is because they are awaiting a table/ the maitre d' to call out their name. Meaning, put your name in and then stand around. They won't seat you unless your entire group is present."
1417,1-05-2017 ,5.0,"Stopped mid-afternoon for a light lunch and found an amazing menu of traditional tapas as well as some specials of the day. It's hard to recall all the options, but I would suggest you go and ask your waiter for some ideas. They have a wonderful selection of wines too!"
1418,1-05-2017 ,5.0,"We popped in here for brunch during a day of walking exploring. We grabbed bacon and cheese baguettes and a drink each. It was really good food, service was speedy and it only cost us around €8 all in. Bargain! "
1419,30-04-2017 ,5.0,"Yes, there was a wait, but the busyness was because it's good! The place is large and modern and was slammed on the evening we were there but the staff were efficient (but didn't rush us) and we were seated pretty quickly. We had an assortment of tapas among us (mostly seafood) and loved trying them all. If your hotel is close by, don't miss the fun and good eats!"
1420,30-04-2017 ,5.0,"Stopped for lunch on Sunday around 12:30 not bad 15 minute wait when we left it was 1hour. The tapas were very good and the servers friendly,we ate outside which seemed an easy place to get a table and the price was right."
1421,30-04-2017 ,5.0,"Picked this place out of a guide book and was very glad we did. A fantastic menu of freshly cooked dishes, all of which you can see being cooked in an open prep area. Fast and friendly service and very reasonably priced, especially considering how popular it is. You can sit at the bar and snack or be seated at a table and enjoy a larger meal. Well worth a few visits. "
1422,29-04-2017 ,4.0,We ate here by accident. Our hotel concierge recommended it and we thought we would pop in -- not ones to wait in long lines -- we had been warned there would be a wait and it would be crowded. We were offered a table after a very short wait 20mins. We decided to walk around the block and return for our table. Worked perfectly. The food was delicious and worth the wait. The flavorings subtle and on point. The service was a little disjointed but added the atmosphere. We had dinner the next night with friend who lives in Barcelona and he mentioned Cerverceria Catalana is one of the top places for locals to eat tapas too. 
1423,27-04-2017 ,5.0,"A friend who lived in Barca 30 years ago recommended this restaurant, which was confirmed by the more recent reviews of others. We went at 8:00 pm on a rainy Tuesday eve and it was out the door with people. Managed to squeeze a spot at the bar. House Tinto was excellent and helped to wash down the several tapas we sampled. Shrimp were excellent particularly the dish where they swim in hot garlic butter. The mushroom and asparagus was a delight but the mixed mushrooms served with an egg on top are not to be missed. The squid were sublime and the beef tapas was a nice hot but. My wife had the Greco salad which on top of the mushrooms, asparagus and others, show the range of dishes vegetarians can also enjoy. Could not eat or drink anymore and the bill was 30 euro. Had tapas for lunch but the offerings here were different and all delish. Great spot. Worth the wait. Reputation is well deserved. "
1424,27-04-2017 ,3.0,"Yes, this is modern, clean, convenient, large variety of tapas and is very popular.Having said that, there are many other tapas restaurants throughout the city offering better."
1425,26-04-2017 ,5.0,"This was our first tine here. They came with such glowing reviews we were excited to try them out. We waited a but for a table but it was more than worth the wait. The service, the selection and the price were beyond excellent. Everything we ordered was delivered at precisely the perfect time. One plate after anothert. Everything cooked to perfection and service secoond to none."
1426,26-04-2017 ,4.0,"Very nice lunch with great tapas for me and my companion. A very pleasant experience indeed. It is a very popular restaurant, but it seemed we beat the que by coming for lunch at 1230."
1427,25-04-2017 ,2.0,"Myself and my partner had both been recommended this restaurant by a few friends and were impressed by the positive reviews.We initially attempted to eat here on Sunday (St Jordi's Day) but the queue was well out of the door, we expected a queue but put the extra busyness down to the holiday. We visited again today and after a few minutes of trying to work out the system, a waiter advised my partner that we should speak with the lady inside the restaurant to put our name down. She advised the wait would be 45 minutes - 1 hour.Upon our return we waited another 10 minutes and accepted a table outside, they had heaters so this wasn't a problem. We'd been for our first Tapas experience the previous day so had an idea of how much to order. Although we were given an english menu, the specials weren't translated and they were not explained to us. We ordered a few items (iberian ham, mini hot dogs, green not-so-hot peppers, fried camembert, fried cuttlefish, pasta salad, chicken and ham croquettes, pork loin with black pepper) and were sadly disappointed. Most of the dishes were over oiled or just generally bland (given the reviews, this was not what we were expecting at all). The service was okay but not very personal. I wonder if this restaurant is so busy, just because it's busy. Despite not enjoying the food too much, the sangria was lovely."
1428,25-04-2017 ,5.0,"We came across this place while walking around on our first day in Barcelona and it was packed with locals. We thought we had to give it a try...and we did, three times. For breakfast, the croissants are amazing! I loved it with Iberian ham while my wife couldn't get enough of the Nutella variety. For dinner we tried a variety of tapas and all were wonderful. My favorite were the prawn skewers!"
1429,24-04-2017 ,4.0,"Go before 8:30 PM as the restaurant gets packed!! Loved the steak tapas with charred pepper and the mushroom tapas was also excellent. Have to try the Jamon (ham) on bread is very good,"
1430,24-04-2017 ,5.0,"A great place where we had tapas and drinks. Busy but a good atmosphere and fast professional service, food came quickly. We had about nine tapas dishes and a drink each (3 of us) for about 60 euros. Tasty food, definitely worth a visit."
1431,23-04-2017 ,4.0,"THis big restaurant give you value for money. It is a big restaurant and have a lot of guests. You might have to queue to get in but it is worth waiting. You get a good choice of differnt dishes and drinks. Since the restaurant is rather big you may think that the service will be slow, but that is not the case. The service is very efficient and the serving is quick.The food is also of good quality and well prepared. This is a berwery and the beer of this house is very good and can be recommended. The noise inside is no problem and we found everything pretty good."
1432,23-04-2017 ,5.0,"Excellent food, stylish place, go early (noon) to avoid queue. We sat at the bar with a good view of all the tapas "
1433,22-04-2017 ,5.0,"The service was both friendly and professional. The food was great, we had 5 dishes and enjoyed every one of them. Very friendly to vegetarians. Highly recommended."
1434,22-04-2017 ,4.0,"Prepare to wait in line...this restaurant is super popular and most people have to wait at least 20-30 minutes before getting a table outside or inside. I learned the hard way that you must put your name inside with a person and outside with another person. They have someone else in charge of outside seating. It was worth the wait. The food was very very delicious. You must get the pitcher of Sangria, it was one of the best I've ever had. One dish that's a must try is the one with a fried egg on top of thinly cut potatoes, they mix it up and there's a tomato sauce which is soo good."
1435,22-04-2017 ,5.0,"So, so good. Every time I go to Barcelona I go here, and recommend the restaurant to my friends that are visiting. Don't turn up when you're hungry as the queues are usually pretty lengthy, but it's one of the only restaurants that I will wait for. Love it, great selection and absolutely everything is outstanding."
1436,20-04-2017 ,5.0,"Very nice Tapas restaurant, no queue during lunch time, very tasty small courses. Not expensive one but highly recommended. "
1437,20-04-2017 ,3.0,Nice place..clean...good service...good food...just small portions (but I guess this is tapas style) and I found it expensive...be ready also at queuing at the entrance! :)
1438,20-04-2017 ,5.0,"Huevos estrellados are a must! And the montaditos of jamón ibérico, grilled artichoke and torrija were also outstanding. "
1439,19-04-2017 ,5.0,"So we researched this place and I must say the ""STARS"" are honest. The food is so good, the service excellent, and the location perfect. I totally recommend this place. Although I can't remember all that I ate I know that if it looks good, it is good. Just do it like I did, look at your neighbors table and see what they are eating. I pretty much copied them and it was great. GOOD PRICE!!! that was the best part so my family and I over ate."
1440,19-04-2017 ,5.0,"We were recommended to visit here by a friend and what a fab friend she is, this place is incredible! The dishes are fresh, tasty, served promptly, and with enthusiasm. We were given some sound advice regarding what to choose from the menu (and there's plenty of choice!) and even ended up ordering extra portions as everything was so delicious! The atmosphere is vibrant and authentic and the sangria was excellent. We got here fairly early (7pm) and did not have long to wait for a table but by the time we left at 8.30 the queue was building outside....but I can see why people flock here, its just fab!"
1441,19-04-2017 ,5.0,One of the best tapas restaurants that i ever visited in Barcelona. Highly recommended! good foods and services. Restaurant still crowded even when we arrived about 11.30pm. Please reserve to prevent disappointment. 2 thumbs up!
1442,18-04-2017 ,5.0,"Our daughter put us on to this place, where she and her husband dined several times in Barcelona. It is in L'Eixample, a block or two or three from La Pedrera, Casa Battlo, Casa Amatllo and many more. If you're into the Modernistas, you should make this your go-to for lunch, snacks, or more. It is traditional Catalan, tapas and more, very reasonably priced, but very popular. Our first visit, we waited 40 minutes, but were very happy we did.. Two other visits were earlier in the day, so not so much a wait. Service excellent, too."
1443,18-04-2017 ,5.0,this is another excellent experience we had at this restaurant that is a a sister restaurant to the great Vinitus. This and Vinitus are a must and they both share almost the same menu
1444,18-04-2017 ,5.0,"When my wife used to live in Barcelona (10 years ago) we used to eat here often, and 10 years on, its still as good as it was back then! Every time we visit Barcelona, we stop by this restaurant, and the service and the quality of food is always exceptional. It is always crowded and busy, but that just adds to the atmosphere. The selection of food is huge, and everything on the menu is incredible. Will definitely be coming again next time we visit the city!"
1445,17-04-2017 ,5.0,Great food!!! Excellent prices but very long queue time during peak hours. Wide selection of tapas and pinchos on the bar. 
1446,17-04-2017 ,5.0,A wonderful & yummy tapas meal with fresh seafood. It was crowded when we arrived & we were lucky to be able to find seats at the counter. Service was fantastic.
1447,16-04-2017 ,5.0,"This place is extremely good! Recommend it to everyone! Had to wait more than an hour, but we expected that, since I've read that it's very popular and there's lots of people. The prices are ok, sangria was a bit expensive. But the tapas are simply delicious!!! We had a big plate mix, with big shrimps, fried calamari, fried jalapeños, some oysters and some fried diced fish. Everything was amazing and we were craving for more! Also order a little sandwich with tenderloin steak. It had salt and a jalapeño on the top and wow!! Can't describe how good the meat was, tender and juicy, delicious! Nice staff and all. Would be back for more."
1448,16-04-2017 ,3.0,Came here for dinner and ended up not sticking around for the hour-long wait. We returned the next day for lunch and the wait was 45 minutes and we decided to wait it out to see what the hype is about. The food was good but didn't live up to the expectations. The place we ended up going to for dinner was much better and without the wait.
1449,16-04-2017 ,5.0,"This place was extremely busy, we had to wait over an hour but it was well worth it! Had all the traditional tapas and they were all cooked perfectly. We sat outside and had a lovely waiter. Would definitely save this place to eat at again!"
1450,16-04-2017 ,5.0,"Cervecería Catalana is about fresh, fresh ingredients prepared just right. This place is a mix of travelers and locals. Go early or late (think ""going at 8 and I will wait!!!""). I am not pastry or desert person, but their version of Creme 'Brulee just nailed it. Writing this on our first night here, it is a place we will return to on this trip. The Pardon peppers were perfect."
1451,15-04-2017 ,1.0,"We loved everything we ate but 10 hours later at 5 in the morning was a different story. We tried to discount the fact that it was here. We had a light breakfast at the Hilton, which digested fine. Then ate a late lunch/early dinner here and nothing after. My body rejected it. The flavor of what we had was great but something got us. Me worse than my newlywed wife, who didn't eat as much. Unfortunately I think this place gave us a foodborne illness"
1452,15-04-2017 ,5.0,Best Razor clams ever and you pick what you want and they cook it and serve it hot to your table. I went at 9p with my family of 5 (2 elderly parents and 2 young kids) and we lucked out with a table because the wait was 1 hour right after we got our table and it was packed. Definitely worth a wait and visit. Tapas. Service was fast and efficient it appears the staff is used to large crowds and wait
1453,15-04-2017 ,5.0,"Arrived there at 3 something, there was a Long queue in front of the restaurant. The staff advised us to wait 45 mins. So, we had a drink at the restaurant next door first. When we back, we were invited to the reserved table immediately. Interior design: modern , but it's quite packed ; not much space between tablesService: nice, all the dishes introduced by the staff were excellent Food: great with reasonable price. Love the baby squid and the garlic prawn. "
