,name,number_reviews,rating,address,city,lat,long,geometry
198,Alba Granados,938,4.0,Enric Granados 34  Barcelona,Barcelona,41.39058145,2.159122579459849,POINT (2.159122579459849 41.39058145)
199,Restaurante  Koh-i-noor india,724,4.5,Carrer del Marques de Campo Sagrado 3 Barcelona,Barcelona,41.3755898,2.1634835,POINT (2.1634835 41.3755898)
200,Bacoa,664,4.5,Carrer de Colomines 2 Barcelona,Barcelona,41.385604,2.1790402,POINT (2.1790402 41.385604)
201,Napoletani Restaurant,597,4.5,Diputacio 101  Barcelona,Barcelona,41.38204475,2.155528539245757,POINT (2.155528539245757 41.38204475)
202,The George Payne,1422,4.5,Plaza Urquinaona 5 Barcelona,Barcelona,41.3892056,2.1725408,POINT (2.1725408 41.3892056)
203,Cu-Cut,793,4.5,Carrer Enric Granados 68  Barcelona,Barcelona,41.5327952,2.0728404,POINT (2.0728404 41.5327952)
204,Restaurante Can Fusté,450,4.5,Gran via de Carlos III 52 Barcelona,Barcelona,,,POINT EMPTY
205,Caramba Tapas,651,4.5,Carrer de la Cera 57  Barcelona,Barcelona,41.3776929,2.1648851,POINT (2.1648851 41.3776929)
206,Totoro,326,4.0,Carrer de la Legalitat 74 Barcelona,Barcelona,41.4080907,2.1604514,POINT (2.1604514 41.4080907)
207,Parking Pizza,459,4.0,Carrer  Londres 98 Barcelona,Barcelona,41.5965593,2.2792652,POINT (2.2792652 41.5965593)
208,Senyor Vermut,399,4.0,Provenca 85 Barcelona,Barcelona,41.38600185,2.1494960208890994,POINT (2.1494960208890994 41.38600185)
209,Granja Petitbo,810,4.0,Passeig de Sant Joan 82 Barcelona,Barcelona,41.3976109,2.1724897,POINT (2.1724897 41.3976109)
210,Sabes una cosa,334,4.5,Carrer  Tordera 52  Barcelona,Barcelona,41.5917792,2.57999,POINT (2.57999 41.5917792)
211,Gatsby Barcelona,529,3.5,Carrer  Tuset 19  Barcelona,Barcelona,41.3963322,2.1513842,POINT (2.1513842 41.3963322)
212,El Rincón,1297,4.5,Carrer del Carme 28 Barcelona,Barcelona,41.6457837,2.7413798,POINT (2.7413798 41.6457837)
213,Can Sole,829,4.0,Carrer  Sant Carles 4 Barcelona,Barcelona,41.3682946,2.0989550887320982,POINT (2.0989550887320982 41.3682946)
214,Ceviche 103,792,4.0,Carrer de Londres 103 Barcelona,Barcelona,41.3936613,2.1508045,POINT (2.1508045 41.3936613)
215,El Argentino,1281,4.0,Arago 224  Barcelona,Barcelona,41.3885123,2.160326,POINT (2.160326 41.3885123)
216,El Nacional,5979,4.0,Paseo de Gracia 24 bis Barcelona,Barcelona,,,POINT EMPTY
217,Restaurante Igueldo,696,4.5,Carrer  Rossello 186  Barcelona,Barcelona,41.7320892,1.8287143,POINT (1.8287143 41.7320892)
218,Passadís del Pep,843,4.0,Pla del Palau 2 Barcelona,Barcelona,41.59211945,2.1796828729392326,POINT (2.1796828729392326 41.59211945)
219,Nomo Galvany,498,4.0,Madrazo 135 Barcelona,Barcelona,41.3965594,2.1442468,POINT (2.1442468 41.3965594)
220,La Taqueria,808,4.0,Passatge del Font 5  Barcelona,Barcelona,41.598823949999996,1.9308346673733696,POINT (1.9308346673733696 41.598823949999996)
221,Taller de Tapas - Argenteria,2180,4.0,Argenteria 51 Barcelona,Barcelona,41.3836567,2.1805856,POINT (2.1805856 41.3836567)
222,Xemei,644,4.0,Paseo De La Exposicion 85  Barcelona,Barcelona,,,POINT EMPTY
223,La Venta,544,4.0,Plaza Doctor Andreu  Barcelona,Barcelona,41.55539685,2.4989531552137794,POINT (2.4989531552137794 41.55539685)
224,Matsuri Sushi Bar,807,4.5,Plaça del Regomir 1  Barcelona,Barcelona,41.3816781,2.1788077,POINT (2.1788077 41.3816781)
225,Aladdin restaurante,922,4.5,Avinguda de Gaudi 50 Barcelona,Barcelona,41.4086252,2.1745208,POINT (2.1745208 41.4086252)
226,Monvinic,690,4.5,Diputacio 249 Barcelona,Barcelona,41.38919385,2.1646991509313374,POINT (2.1646991509313374 41.38919385)
227,Restaurant Ca L'Estevet,531,4.5,Carrer Valldonzella 46  Barcelona,Barcelona,41.383324099999996,2.1647377390332205,POINT (2.1647377390332205 41.383324099999996)
228,Mediterráneo Ristorante,562,4.5,Carrer de Josep Pla 19 Barcelona,Barcelona,41.4082807,2.216443,POINT (2.216443 41.4082807)
229,Patagonia Beef & Wine,2061,4.5,Gran Via de Les Corts Catalanes 660 Barcelona,Barcelona,41.3911105,2.1709701,POINT (2.1709701 41.3911105)
230,Güell Tapas,2215,4.5,Carrer Nou de la Rambla 20 Barcelona,Barcelona,41.3786129,2.1736937,POINT (2.1736937 41.3786129)
231,Oval,759,4.0,Valencia 199  Barcelona,Barcelona,41.389758,2.1591953,POINT (2.1591953 41.389758)
232,La Fabrica,953,4.5,Plaza la Llana 15 Barcelona,Barcelona,,,POINT EMPTY
233,Bar La Plata,765,4.5,Mercè 28  Barcelona,Barcelona,41.3804429,2.1805994,POINT (2.1805994 41.3804429)
234,Tucco Real Food Eixample,347,5.0,Carrer Consell de Cent 247 Barcelona,Barcelona,41.6874889,2.4848143,POINT (2.4848143 41.6874889)
235,Pastelería Hofmann,591,4.5,Carrer dels Flassaders 44 Barcelona,Barcelona,41.3850546,2.1826676,POINT (2.1826676 41.3850546)
236,La Caleta de Sants,466,4.5,Carretera de la Bordeta 54 Barcelona,Barcelona,41.373153,2.1440975,POINT (2.1440975 41.373153)
237,Craft Barcelona,268,4.5,Carrer  Paradis 4  Barcelona,Barcelona,41.3831558,2.176977,POINT (2.176977 41.3831558)
238,Gran Viana,503,5.0,Carrer Dels Escudellers 24  Barcelona,Barcelona,41.3798549,2.1767194,POINT (2.1767194 41.3798549)
239,Hummus Barcelona Vegetarian Street Food,518,4.5,Valencia 227  Barcelona,Barcelona,41.391285,2.1612086,POINT (2.1612086 41.391285)
240,Wok to Walk,1351,4.5,Carrer de Sant Pau 27 Barcelona,Barcelona,41.2258388,1.7248119,POINT (1.7248119 41.2258388)
241,Shanghai,268,4.0,Bisbe Sivilla 48 Barcelona,Barcelona,41.4042451,2.1346425,POINT (2.1346425 41.4042451)
242,Taps,1105,4.5,Carrer  Mare de Déu del Remei 53 Barcelona,Barcelona,,,POINT EMPTY
243,Tragaluz,1074,4.0,Passatge De La Concepcion Number 5 Barcelona,Barcelona,,,POINT EMPTY
244,Taverna El Glop,1506,4.0,Carrer  Sant Lluis 24  Barcelona,Barcelona,41.6835202,2.2869029,POINT (2.2869029 41.6835202)
245,Mannà Gelats,1059,5.0,Carrer dels Banys Nous 22  Barcelona,Barcelona,41.383077,2.1745649,POINT (2.1745649 41.383077)
246,Restaurante Fukamura,296,4.5,Carrer  Corsega 479  Barcelona,Barcelona,41.403654386666666,2.16861038,POINT (2.16861038 41.403654386666666)
247,Sumac & Mambo,381,5.0,Carrer D enric Granados  Barcelona,Barcelona,41.3881736,2.1619683,POINT (2.1619683 41.3881736)
248,Santa Rita Experience,496,5.0,Carrer de Veneçuela 16  Barcelona,Barcelona,41.4084461,2.2051908,POINT (2.2051908 41.4084461)
249,Bar Rodrigo,1078,4.5,Argenteria 67  Barcelona,Barcelona,41.3835764,2.1813802,POINT (2.1813802 41.3835764)
250,Tandoor,450,4.0,Carrer d Aragó 8 Barcelona,Barcelona,41.2317586,1.7273719,POINT (1.7273719 41.2317586)
251,Can Ramonet,1220,3.5,Carrer  Maquinista 17 Barcelona,Barcelona,41.4397038,2.1995668,POINT (2.1995668 41.4397038)
252,Acontraluz,398,3.5,Milanesat 19 Barcelona,Barcelona,41.3976378,2.1295053,POINT (2.1295053 41.3976378)
253,Ocaña,1771,3.5,Plaça Reial 13 15 Barcelona,Barcelona,41.38009085,2.1750157104781973,POINT (2.1750157104781973 41.38009085)
254,Monster Sushi,1177,4.5,Gala Placidia 25  Barcelona,Barcelona,,,POINT EMPTY
255,EatMyTrip - Brunch & Bakery Barcelona,619,4.5,Carrer del Consell de Cent 378 Barcelona,Barcelona,41.3951279,2.1713149,POINT (2.1713149 41.3951279)
256,Agreste de Fabio & Roser,292,4.5,Carrer Funoses Llussà 2  Barcelona,Barcelona,41.4199131,2.1487541,POINT (2.1487541 41.4199131)
257,Casa Alfonso,1479,4.0,Roger de Llúria 6 Barcelona,Barcelona,41.3900989,2.1730614,POINT (2.1730614 41.3900989)
258,Spark,284,4.5,Carrer  Diputacion 329 Barcelona,Barcelona,,,POINT EMPTY
259,BRO Room,358,4.5,Corsega 562  Barcelona,Barcelona,41.4070401,2.1735829,POINT (2.1735829 41.4070401)
260,Karakala,383,4.5,Torrent de L  Olla 136 Barcelona,Barcelona,41.4066828,2.1518689,POINT (2.1518689 41.4066828)
261,Akashi Gallery,347,4.5,Carrer Rossello 197 Barcelona,Barcelona,41.7320892,1.8287143,POINT (1.8287143 41.7320892)
262,Gorria,567,4.5,Carrer  Diputación 421 Barcelona,Barcelona,,,POINT EMPTY
263,La Lola de las Arenas,1754,4.0,cami ral  10   Barcelona,Barcelona,41.5415526,2.4565571,POINT (2.4565571 41.5415526)
264,Pudding Barcelona,688,3.5,Carrer Pau Claris 90 Barcelona,Barcelona,41.9137074,2.2301625,POINT (2.2301625 41.9137074)
265,La Poma Restaurant,2679,3.0,La Rambla 117  Barcelona,Barcelona,41.3843773,2.1705522,POINT (2.1705522 41.3843773)
266,Bar Lobo,2893,4.0,Pintor Fortuny 3  Barcelona,Barcelona,41.3832611,2.170504,POINT (2.170504 41.3832611)
267,Gelida,240,4.5,Carrer de la Diputació 133 Barcelona,Barcelona,41.3830616,2.1569618,POINT (2.1569618 41.3830616)
268,Tapa Tapa,1737,3.0,Moll D Espanya Num  5 Barcelona,Barcelona,,,POINT EMPTY
269,Restaurante L'hortet,309,4.5,Pintor Fortuny 32 Barcelona,Barcelona,41.3824236,2.1687015,POINT (2.1687015 41.3824236)
270,Tio Joe,282,4.5,Via Augusta 9  Barcelona,Barcelona,41.450787000000005,2.2456506921974504,POINT (2.2456506921974504 41.450787000000005)
271,Hidden Cafe Barcelona,144,4.5,Carrer  Constança   Déu i Mata  Barcelona,Barcelona,,,POINT EMPTY
272,Restaurante argentino El Calafate,258,4.5,Carrer  de Paris 145 Barcelona,Barcelona,41.3914207,2.1501165,POINT (2.1501165 41.3914207)
273,Boa-Bao Barcelona,217,4.5,Plaça del Dr  Letamendi 1 Barcelona,Barcelona,41.3885373,2.1612359,POINT (2.1612359 41.3885373)
274,Ziryab bar de tapas fusión mediterránea,1359,4.5,Carrer de Grunyi 5  Barcelona,Barcelona,41.3840509,2.1802488,POINT (2.1802488 41.3840509)
275,De Paula L'hamburgueseria del Poble Sec,278,4.5,Creu Dels Molers 65 Barcelona,Barcelona,41.3723646,2.1612801,POINT (2.1612801 41.3723646)
276,El Nacional - La Taperia,1643,4.0,Passeig de Gràcia 24 bis Barcelona,Barcelona,41.3905227,2.1682552,POINT (2.1682552 41.3905227)
277,Fonda Espanya Restaurante,1163,4.5,Carrer De Sant Pau 9 11  Barcelona,Barcelona,41.3799009,2.1728032,POINT (2.1728032 41.3799009)
278,Cera 23,5095,4.5,Carrer de la Cera 23 Barcelona,Barcelona,41.3788541,2.1662433,POINT (2.1662433 41.3788541)
279,Llamber,2578,4.5,Carrer de la Fusina 5 Barcelona,Barcelona,41.3863567,2.1830328,POINT (2.1830328 41.3863567)
280,Bistro Helena,1109,4.5,Via Laietana 30 Barcelona,Barcelona,41.385073750000004,2.177817958482682,POINT (2.177817958482682 41.385073750000004)
281,La Mundana,643,4.5,Vallespir 93 Barcelona,Barcelona,41.381171,2.1358077,POINT (2.1358077 41.381171)
282,Meson Barcelona,83,3.5,Rua  5 Vigo Barcelona,Barcelona,,,POINT EMPTY
283,Can Kenji,661,4.5,Carrer Rossello 325  Barcelona,Barcelona,41.7320892,1.8287143,POINT (1.8287143 41.7320892)
284,Blavis,863,5.0,Carrer Saragossa 85 Barcelona,Barcelona,41.3865573,1.9972398,POINT (1.9972398 41.3865573)
285,A Tu Bola,1391,4.5,Carrer de l Hospital 78 Barcelona,Barcelona,41.3800857,2.1689232,POINT (2.1689232 41.3800857)
286,Casa Rafols,977,4.5,Ronda Sant Pere 74  Barcelona,Barcelona,41.391182,2.1792248,POINT (2.1792248 41.391182)
287,Restaurante Spaccanapoli Barcelona,236,4.5,Carrer Del Rec Comtal 6 Barcelona,Barcelona,41.3893708,2.1797229,POINT (2.1797229 41.3893708)
288,La Real Hamburguesería,245,4.5,Carrer de Valencia 285  Barcelona,Barcelona,41.3952399,2.1665275,POINT (2.1665275 41.3952399)
289,Bodega Lito,1151,4.5,Carrer de Tamarit 91 Barcelona,Barcelona,41.3755417,2.1566504,POINT (2.1566504 41.3755417)
290,chök - Carme,1221,4.5,Carrer de Carme 3 Barcelona,Barcelona,41.5371081,1.6595797,POINT (1.6595797 41.5371081)
291,La Fonda del Port Olimpic,3361,4.0,Moll Gregal 7 10 Barcelona,Barcelona,41.3879376,2.2011909,POINT (2.2011909 41.3879376)
292,Takashi Ochiai Pastisseria,333,4.0,Comte d Urgell 110 Barcelona,Barcelona,41.3883161,2.1502389,POINT (2.1502389 41.3883161)
293,La Royale,471,3.5,Placa del Camp 5 Barcelona,Barcelona,41.4034362,2.1360169,POINT (2.1360169 41.4034362)
294,Oaxaca Cuina Mexicana - Restaurante y Mezcalería,692,3.5,Pla de Palau 19 Barcelona,Barcelona,41.3821041,2.1838988,POINT (2.1838988 41.3821041)
295,Bierzo food,1309,4.5,Carrer de les Flors 16 Barcelona,Barcelona,41.3759378,2.1677291,POINT (2.1677291 41.3759378)
296,Martinez,1581,3.5,Carretera de Miramar 38 Barcelona,Barcelona,41.3696101,2.1724557858797917,POINT (2.1724557858797917 41.3696101)
297,Els Pescadors,880,3.5,Placa Prim 1  Barcelona,Barcelona,41.3995169,2.2068911,POINT (2.2068911 41.3995169)
298,Jara Sushi  Take Away,235,5.0,Carrer De Pàdua 84 Barcelona,Barcelona,41.4046972,2.144141451144579,POINT (2.144141451144579 41.4046972)
299,El Xalet de Montjuïc,942,3.5,Av  Miramar 31  Barcelona,Barcelona,30.283354,-81.659359,POINT (-81.659359 30.283354)
300,La Bombeta,2166,4.0,Maquinista 3 Barcelona,Barcelona,41.3805769,2.1879689,POINT (2.1879689 41.3805769)
301,Hard Rock Cafe,3962,4.0,Plaça Catalunya 21  Barcelona,Barcelona,41.3399746,2.0418873,POINT (2.0418873 41.3399746)
302,DelaCrem,987,4.5,Enric Granados 15 17 Barcelona,Barcelona,41.3897212,2.1597888,POINT (2.1597888 41.3897212)
303,Restaurante Contempo,502,4.5,Carrer  Bergara 9 Barcelona,Barcelona,41.38643905,2.168094817261905,POINT (2.168094817261905 41.38643905)
304,Restaurante el Porvenir,403,4.5,Carrer  Villarroel  Restaurante el Porvenir 46 Barcelona,Barcelona,,,POINT EMPTY
305,Tapas 24,4274,4.0,Carrer de la Diputacio 269 Barcelona,Barcelona,41.3908686,2.1674705,POINT (2.1674705 41.3908686)
306,Churrería Laietana,994,5.0,Via Laietana 46  Barcelona,Barcelona,41.3865347,2.1755771,POINT (2.1755771 41.3865347)
307,Xiringuito Escribà,2142,4.0,Avinguda Litoral 62 Barcelona,Barcelona,41.3935502,2.205339,POINT (2.205339 41.3935502)
308,Sindur,422,4.5,Carrer  Còrsega 211 bis  Barcelona,Barcelona,41.3910121,2.1520696,POINT (2.1520696 41.3910121)
309,La Briciola,278,4.0,C  d Olzinelles 19  Barcelona,Barcelona,41.3739965,2.1363825,POINT (2.1363825 41.3739965)
310,Miseria e Nobiltà,335,4.5,Carrer Besalú 46 Barcelona,Barcelona,41.4068701,1.9639616,POINT (1.9639616 41.4068701)
311,La Cuina d'en Garriga,777,4.5,Carrer d Enric Granados 58 Barcelona,Barcelona,41.39195645,2.1573369940074274,POINT (2.1573369940074274 41.39195645)
312,il mercante di venezia,885,4.5,josep anselmo clave 11  Barcelona,Barcelona,41.2201998,1.7260774,POINT (1.7260774 41.2201998)
313,Vinitus Madrid-Barcelona,276,4.5,Carrer d Aragó 282 Barcelona,Barcelona,41.392430000000004,2.1657797050255487,POINT (2.1657797050255487 41.392430000000004)
314,Rossini,4331,4.5,Plaza Real 13  Barcelona,Barcelona,41.379902,2.1758524,POINT (2.1758524 41.379902)
315,Cal Pep,2387,4.0,Placa de les Olles 8  Barcelona,Barcelona,41.3834497,2.1830643,POINT (2.1830643 41.3834497)
316,El Corte Ingles,1116,4.0,Plaza de Cataluya 14 Barcelona,Barcelona,,,POINT EMPTY
317,Can Majó,2032,4.0,Almirall Aixada nº23  Barcelona,Barcelona,41.3773916,2.1898635,POINT (2.1898635 41.3773916)
318,Shoko,1485,3.5,Paseo Maritimo de la Barceloneta 36 Barcelona,Barcelona,,,POINT EMPTY
319,La Pepita,3009,4.5,C  Corsega 343  Barcelona,Barcelona,41.3820116,2.1554409,POINT (2.1554409 41.3820116)
320,Restaurante Cadaques Barcelona,99,4.5,Reina Cristina 6 Barcelona,Barcelona,41.372883,2.1505744,POINT (2.1505744 41.372883)
321,Tapa Tapa C.C. Arenas,1638,3.5,Gran Via de les Corts Catalanes 373 385 Barcelona,Barcelona,41.376315649999995,2.1493205999999994,POINT (2.1493205999999994 41.376315649999995)
322,La Terraza del Claris,384,4.5,Pau Claris 150  Barcelona,Barcelona,41.394269488819795,2.1652512596714355,POINT (2.1652512596714355 41.394269488819795)
323,L' Olla de Si Chuan,412,4.0,Carrer  Aragó 224  Barcelona,Barcelona,41.5239718,2.2380047,POINT (2.2380047 41.5239718)
324,Món Viêt,269,4.5,Sepulveda 94  Barcelona,Barcelona,41.3752196,2.1521288,POINT (2.1521288 41.3752196)
325,Lara Grill Barcelona,70,4.5,Carrer  Muntaner 146  Barcelona,Barcelona,41.390531100000004,2.1546824126769257,POINT (2.1546824126769257 41.390531100000004)
326,Ikibana Paralelo,1793,4.0,Avinguda del Paral lel 148  Barcelona,Barcelona,41.37527974305556,2.1582396638888888,POINT (2.1582396638888888 41.37527974305556)
327,Palo Cortao,572,4.5,Carrer  Nou de la Ramba 146 Barcelona,Barcelona,,,POINT EMPTY
328,Accés,2710,4.5,Aribau 55  Barcelona,Barcelona,41.3882813,2.158900808826676,POINT (2.158900808826676 41.3882813)
329,La Paradeta Sagrada Familia,4318,4.5,Passatge Simo 18  Barcelona,Barcelona,41.4044607,2.1734245,POINT (2.1734245 41.4044607)
330,Tickets,2542,4.5,Av  del Parallel 164 Barcelona,Barcelona,41.375078,2.1528436,POINT (2.1528436 41.375078)
331,Parking Pizza,338,4.0,Passeig de Sant Joan 56 Barcelona,Barcelona,41.396381754113406,2.1740227305212607,POINT (2.1740227305212607 41.396381754113406)
332,Restaurante Hofmann,519,4.5,Carrer de La Granada del Penedes 14 Barcelona,Barcelona,41.397162,2.1530322,POINT (2.1530322 41.397162)
333,Donizetti,629,4.5,Diputació 137  Barcelona,Barcelona,41.3834567,2.1575703,POINT (2.1575703 41.3834567)
334,Chivuo's Slow Street Food & Craft Beer,639,4.5,Carrer del Torrent de l Olla 175 Barcelona,Barcelona,41.4050105,2.1539366,POINT (2.1539366 41.4050105)
335,Rekons,614,4.5,Carrer  Comte D Urgell 32 Barcelona,Barcelona,41.3296319,1.9331417,POINT (1.9331417 41.3296319)
336,Restaurant Sergi de Meià,425,4.5,Carrer de Laforja 83 Barcelona,Barcelona,41.3960664,2.1447922,POINT (2.1447922 41.3960664)
337,Restaurante Leku,343,4.5,Carrer de Joan Guell 189 Barcelona,Barcelona,41.3845892,2.1304794,POINT (2.1304794 41.3845892)
338,Chéri,1022,4.0,Enrique Granados 122 Barcelona,Barcelona,41.507154,2.3963115,POINT (2.3963115 41.507154)
339,Usagui,235,4.5,Carrer  Santjoanistes 28  Barcelona,Barcelona,41.4021671,2.1463849,POINT (2.1463849 41.4021671)
340,Estimar,355,4.0,Carrer de Sant Antoni dels Sombrerers 3 Barcelona,Barcelona,41.384149,2.1816649,POINT (2.1816649 41.384149)
341,La Taberna Gallega,1154,3.5,24 Moll de Gregal  Barcelona,Barcelona,41.387569,2.2017332,POINT (2.2017332 41.387569)
342,El Rebost d'Hostafrancs,207,4.5,Bejar 33 Barcelona,Barcelona,41.5799499,2.0109864,POINT (2.0109864 41.5799499)
343,ElDiset,971,4.5,Carrer Antic de Sant Joan 3  Barcelona,Barcelona,41.3849901,2.1833885,POINT (2.1833885 41.3849901)
344,Arepamundi,304,4.5,Carrer de la Marina 212  Barcelona,Barcelona,41.4010121,2.179247,POINT (2.179247 41.4010121)
345,Restaurant Ají,320,4.5,Carrer Marina 19 21 Barcelona,Barcelona,41.5113131,2.3574845,POINT (2.3574845 41.5113131)
346,Pizza Circus,716,4.5,Carrer Nou de la Rambla 40  Barcelona,Barcelona,41.3778452,2.1728957,POINT (2.1728957 41.3778452)
347,Da Greco,1260,4.0,Carrer de Santa Teresa 10 Barcelona,Barcelona,41.3976361,2.1599964,POINT (2.1599964 41.3976361)
348,La Mar Salada,1316,4.0,Pg Joan de Borbo 58 59 Barcelona,Barcelona,,,POINT EMPTY
349,El Cangrejo Loco,1606,4.0,Moll De Gregal 29 30  Barcelona,Barcelona,41.3877691,2.2017781,POINT (2.2017781 41.3877691)
350,Kibuka,910,4.0,Carrer  Goya 9 Barcelona,Barcelona,41.421768,2.2138403,POINT (2.2138403 41.421768)
351,Restaurante Addis Abeba,937,4.5,Carrer  de Vallespir 44 Barcelona,Barcelona,41.5018761,2.27829,POINT (2.27829 41.5018761)
352,BEMBI,796,4.5,Consell De Cent 377  Barcelona,Barcelona,41.393500615740905,2.1687201301915344,POINT (2.1687201301915344 41.393500615740905)
353,Can Fisher,1745,4.5,Avenida Litoral 64 Barcelona,Barcelona,-23.2273805,-45.87993731724976,POINT (-45.87993731724976 -23.2273805)
354,La Balmesina,234,4.0,Balmes 193  Barcelona,Barcelona,41.3968237,2.1520892,POINT (2.1520892 41.3968237)
355,Rasoterra,883,4.5,Carrer Palau 5 Barcelona,Barcelona,41.381234,2.1780994,POINT (2.1780994 41.381234)
356,Kitsune Sushi Bar Gràcia,330,4.5,Carrer del Montseny 13  Barcelona,Barcelona,41.2187746,1.7184964,POINT (1.7184964 41.2187746)
357,Flax & Kale Passage,571,4.5,Sant Pere Més Alt 31 33 Barcelona,Barcelona,41.3430033,2.0439762,POINT (2.0439762 41.3430033)
358,La Tramoia,1439,3.5,Rambla de Catalunya 15 Barcelona,Barcelona,41.3881,2.16721,POINT (2.16721 41.3881)
359,Lateral Bcn,546,3.5,Carrer de Consell de Cent 329  Barcelona,Barcelona,41.5393725,2.2716073,POINT (2.2716073 41.5393725)
360,La Dolça Herminia,942,3.5,Magdalenas 27 Barcelona,Barcelona,,,POINT EMPTY
361,Flamant,1173,3.5,Enrique Granados 23 Barcelona,Barcelona,41.507154,2.3963115,POINT (2.3963115 41.507154)
362,Cachitos Rambla,1690,4.0,Rambla Catalunya 33 Barcelona,Barcelona,42.0182508,2.2428768,POINT (2.2428768 42.0182508)
363,Bacoa,889,4.5,Carrer del Judici 15 Barcelona,Barcelona,41.3765525,2.1896184,POINT (2.1896184 41.3765525)
364,Lluis de les Moles,402,4.5,Carrer  De les Moles 25  Barcelona,Barcelona,41.387848,2.1723266,POINT (2.1723266 41.387848)
365,Bar Restaurante Pinotxo,1198,4.5,Mercado De La Boquería 465 Barcelona,Barcelona,,,POINT EMPTY
366,El Raco de l'Aguir,240,4.5,Tamarit 117 Barcelona,Barcelona,41.374612,2.1556498,POINT (2.1556498 41.374612)
367,We Love Italy,193,5.0,Carrer Del Bruc 162  Barcelona,Barcelona,41.3986286,2.1639809,POINT (2.1639809 41.3986286)
368,Panam '75,421,4.5,Carrer Consell de Cent 281  Barcelona,Barcelona,41.6874889,2.4848143,POINT (2.4848143 41.6874889)
369,Almalibre Açaí House Barcelona,100,5.0,Girona 118  Barcelona,Barcelona,41.3970942,2.1682789,POINT (2.1682789 41.3970942)
370,El Trapío Restaurante,360,4.0,Esperança 25 Barcelona,Barcelona,41.4049096,2.1277023,POINT (2.1277023 41.4049096)
371,La Clara Restaurant,560,4.0,Gran via de les corts Catalanes 442 Barcelona,Barcelona,41.3783277,2.1539327,POINT (2.1539327 41.3783277)
372,Salsalada,1188,4.0,La Rambla 87 Barcelona,Barcelona,41.3818227,2.1724425,POINT (2.1724425 41.3818227)
373,Carballeira,680,4.0,Carrer  Reina Cristina 3 Barcelona,Barcelona,41.3814264,2.1831122,POINT (2.1831122 41.3814264)
374,El Japones del Tragaluz,582,4.0,Passatge de la Concepcio 2 Barcelona,Barcelona,41.395041649999996,2.160556151292904,POINT (2.160556151292904 41.395041649999996)
375,The Sopa Boba,1011,4.5,Carrer del Bruc115 Barcelona,Barcelona,,,POINT EMPTY
376,Caelis,1060,4.5,Via Laietana 49 Barcelona,Barcelona,41.3869749,2.1742731,POINT (2.1742731 41.3869749)
377,Granja Elena,363,4.5,Passeig de la zona Franca 228  Barcelona,Barcelona,41.3627782,2.1375427525456923,POINT (2.1375427525456923 41.3627782)
378,La Terraza Miro,1070,4.5,Carrer De Tarragona 129 Barcelona,Barcelona,41.3773318,2.1460067,POINT (2.1460067 41.3773318)
379,Informal,958,4.5,Carrer  de la Plata 4  Barcelona,Barcelona,41.3802409,2.180776,POINT (2.180776 41.3802409)
380,La Llimona,317,4.5,Carrer De Constança 6 Barcelona,Barcelona,41.3881496,2.1358308,POINT (2.1358308 41.3881496)
381,El Magraner Boig,268,4.5,Carrer  D en Robador 22 Barcelona,Barcelona,41.3792938,2.1708328,POINT (2.1708328 41.3792938)
382,La Taberna de Sants,232,4.5,Carrer  Comtes de Belloc 97 Barcelona,Barcelona,,,POINT EMPTY
383,Secrets Del Mediterrani,468,4.5,Passeig De Sant Joan 28 Barcelona,Barcelona,41.3930049,2.1784567,POINT (2.1784567 41.3930049)
384,Raó Restaurant,1614,5.0,Carrer de les Sitges 3 Barcelona,Barcelona,41.3842445,2.1697428,POINT (2.1697428 41.3842445)
385,Cafe Zurich,1329,3.5,Plaça Catalunya 1  Barcelona,Barcelona,41.3411325,2.0420711,POINT (2.0420711 41.3411325)
386,Pim Pam Burger,684,4.0,Carrer del Sabateret 4  Barcelona,Barcelona,41.3857274,2.1822582,POINT (2.1822582 41.3857274)
387,Flash Flash,546,3.5,La Granada del Penedés 25  Barcelona,Barcelona,41.366193,1.7285674,POINT (1.7285674 41.366193)
388,Gelaaati Di Marco,1396,4.5,Llibreteria 7 Barcelona,Barcelona,41.3831979,2.1772974,POINT (2.1772974 41.3831979)
389,Mussol Casp,1343,4.0,Carrer Casp 19 Barcelona,Barcelona,41.389389,2.1705448,POINT (2.1705448 41.389389)
390,Ten's,1023,4.0,Carrer del Rec 79 Barcelona,Barcelona,41.3843461,2.184130091999177,POINT (2.184130091999177 41.3843461)
391,Paco Alcalde,674,4.0,Carrer de l Almirall Aixada 12  Barcelona,Barcelona,41.3773916,2.1898635,POINT (2.1898635 41.3773916)
392,Rincón Persa,408,4.5,Floridablanca 85 Barcelona,Barcelona,41.3793491,2.1592422015147017,POINT (2.1592422015147017 41.3793491)
393,La Balsa,430,4.0,Carrer Infanta Isabell 4  Barcelona,Barcelona,,,POINT EMPTY
394,Las Delicias Del Carmelo,558,4.0,Carretera del Carmelo  Barcelona,Barcelona,,,POINT EMPTY
395,Coure,369,4.0,Passatge Marimon 20  Barcelona,Barcelona,41.3943374,2.1478356238147054,POINT (2.1478356238147054 41.3943374)
396,Restaurant Centfocs,574,4.0,Balmes 16 Barcelona,Barcelona,41.2201793,1.7235533,POINT (1.7235533 41.2201793)
397,Billy Brunch & Garden,249,5.0,Carrer de Muntaner 64 Barcelona,Barcelona,41.387139649999995,2.159323746973672,POINT (2.159323746973672 41.387139649999995)
398,O MEU LAR,276,4.5,Carrer  Margarit24 Barcelona,Barcelona,,,POINT EMPTY
